1:ItNr	2:Metric	3a:Time	3b:StepSize	4:||Gradient||	Time[ms]
47	-1.057969	0.455139	778.233112	0.000556	2.1
48	-1.062610	0.000000	795.099978	0.000476	2.1
49	-1.052185	0.982880	759.550138	0.000463	2.1
50	-1.047710	0.311745	783.469359	0.000495	2.1
51	-1.055883	0.000000	795.099978	0.000410	2.1
52	-1.052571	0.900802	762.396728	0.000486	2.2
53	-1.047973	1.865135	730.242769	0.000659	2.2
54	-1.050320	2.615465	707.040883	0.000388	2.1
55	-1.059184	3.608120	678.519921	0.000374	2.1
56	-1.042259	2.832913	700.589945	0.000380	2.1
57	-1.053042	3.109197	692.561420	0.000867	2.2
58	-1.060738	2.553494	708.901182	0.000974	2.1
59	-1.052282	1.684742	736.049782	0.000353	2.1
60	-1.048910	2.684586	704.977468	0.000527	2.1
61	-1.053121	3.683074	676.459494	0.000815	2.1
62	-1.051689	2.814339	701.136374	0.000489	2.1
63	-1.067824	1.947341	727.626761	0.000713	2.1
64	-1.051264	1.799805	732.335184	0.000630	2.1
65	-1.042619	0.931057	761.344969	0.000526	2.1
66	-1.047705	0.062316	792.747558	0.000716	2.1
67	-1.047691	0.000000	795.099978	0.000134	2.2
68	-1.056330	0.844997	764.344337	0.000553	2.2
69	-1.054387	0.582849	773.628155	0.000153	2.2
70	-1.042085	0.058900	792.876136	0.000610	2.2
71	-1.050029	0.000000	795.099978	0.000911	2.1
72	-1.056188	0.982191	759.573943	0.000266	2.1
73	-1.053618	1.691187	735.840715	0.000411	2.1
74	-1.048750	0.885326	762.935827	0.000474	2.3
75	-1.054446	0.043278	793.464745	0.000474	2.3
76	-1.057196	0.000000	795.099978	0.000306	2.1
77	-1.050825	0.000000	795.099978	0.000509	2.1
78	-1.061070	0.810184	765.564371	0.000510	2.1
79	-1.054928	1.810080	732.005294	0.000471	2.1
80	-1.047790	2.788947	701.884777	0.000450	2.1
81	-1.047689	1.924905	728.338876	0.000297	2.2
82	-1.043287	2.911378	698.290992	0.000330	2.1
83	-1.043913	3.887975	670.890252	0.000222	2.2
84	-1.056061	4.273756	660.649712	0.000311	2.2
85	-1.053790	4.917899	644.230450	0.000254	2.1
86	-1.044047	5.361804	633.382289	0.000646	2.1
87	-1.047081	6.351246	610.469425	0.000805	2.1
88	-1.042911	7.351246	588.937060	0.000456	2.1
89	-1.061439	6.502341	607.115575	0.000823	2.2
90	-1.060452	5.633590	626.918859	0.000534	2.1
91	-1.055965	6.378753	609.856107	0.000879	2.1
92	-1.055128	7.378539	588.370649	0.000492	2.1
93	-1.046398	7.405222	587.817952	0.000205	2.1
94	-1.057390	6.870327	599.099513	0.000404	2.1
95	-1.047147	7.303983	589.920483	0.000314	2.2
96	-1.045683	8.162163	572.560389	0.000332	2.4
97	-1.053743	8.038700	574.994739	0.000862	2.3
98	-1.040671	7.214344	591.794720	0.000677	2.2
99	-1.045644	6.345865	610.589564	0.000294	2.1
100	-1.055008	6.082665	616.523498	0.000221	2.1
101	-1.045974	6.336469	610.799426	0.000837	2.1
102	-1.049702	5.468644	630.825655	0.000327	2.1
103	-1.059429	6.455594	608.149281	0.000611	2.2
104	-1.058944	5.891930	620.896299	0.000712	2.5
105	-1.048964	6.878522	598.923417	0.000592	2.3
106	-1.056793	7.878065	578.193157	0.000975	2.2
107	-1.050683	8.877914	558.844221	0.000478	2.2
108	-1.054773	8.009163	575.580196	0.000656	2.1
109	-1.052305	8.569173	564.679292	0.000367	2.1
110	-1.056403	9.568037	546.227410	0.000710	2.1
111	-1.059262	9.643252	544.886662	0.000430	2.5
112	-1.057920	10.643252	527.666986	0.000527	2.4
113	-1.055428	10.875066	523.829483	0.000539	2.2
114	-1.057697	11.627749	511.745365	0.000689	2.2
115	-1.049018	10.759150	525.741391	0.000697	2.1
116	-1.055791	9.904465	540.281137	0.000865	2.1
117	-1.049912	9.036274	555.897832	0.000624	2.1
118	-1.050929	10.036274	537.986602	0.000429	2.4
119	-1.051066	11.036265	521.193698	0.000502	2.5
120	-1.053782	10.167647	535.718970	0.000371	2.3
121	-1.058024	9.316418	550.760965	0.000252	2.2
122	-1.048268	9.281252	551.400560	0.000472	2.1
123	-1.047652	9.651107	544.747027	0.000795	2.1
124	-1.051961	10.478288	530.432270	0.000733	2.2
125	-1.065493	9.611963	545.443612	0.000617	2.2
126	-1.049576	10.600168	528.386415	0.000361	2.3
127	-1.048746	11.598933	512.197729	0.000346	2.3
128	-1.042560	12.590931	497.071653	0.000388	2.2
129	-1.063990	11.747589	509.872641	0.000564	2.1
130	-1.059880	11.160074	519.187232	0.000599	2.1
131	-1.063390	12.160053	503.530539	0.000542	2.2
132	-1.048626	13.154963	488.863053	0.000573	2.2
133	-1.054768	14.133098	475.252691	0.000358	2.2
134	-1.051341	13.264665	487.297907	0.000705	2.5
135	-1.051843	12.493008	498.524926	0.000614	2.3
136	-1.051337	11.624263	511.800050	0.000866	2.2
137	-1.059655	10.755706	525.798397	0.000545	2.1
138	-1.055076	9.886956	540.587415	0.000517	2.2
139	-1.053719	9.018206	556.232420	0.000284	2.2
140	-1.056260	8.523575	565.551411	0.000267	2.2
141	-1.052286	9.442649	548.477228	0.000338	2.2
142	-1.052606	9.373205	549.731239	0.000474	2.2
143	-1.055028	9.224710	552.432088	0.000439	2.2
144	-1.053826	10.223269	534.764623	0.000427	2.1
145	-1.050278	11.214044	518.317399	0.000209	2.1
146	-1.055153	11.649076	511.411091	0.000423	2.1
147	-1.048690	11.318464	516.642740	0.000262	2.1
148	-1.048673	12.272901	501.822773	0.000399	2.1
149	-1.051694	13.215626	487.996315	0.000452	2.2
150	-1.056958	12.358777	500.530928	0.000687	2.2
151	-1.057109	11.575471	512.566639	0.000342	2.1
152	-1.051805	12.078733	504.768412	0.000644	2.3
153	-1.044209	12.367176	500.404936	0.000421	2.1
154	-1.057202	12.390309	500.058256	0.000504	2.1
155	-1.054818	11.696062	510.676158	0.000464	2.1
156	-1.043554	12.694781	495.539633	0.000323	2.1
157	-1.055456	13.616062	482.351216	0.000548	2.1
158	-1.044714	12.747631	494.763608	0.000630	2.1
159	-1.055837	13.710328	481.041254	0.000323	2.3
160	-1.056429	12.858766	493.139630	0.000491	2.4
161	-1.045308	11.992754	506.083843	0.000335	2.2
162	-1.053054	11.136990	519.560149	0.000744	2.1
163	-1.051078	12.098863	504.461422	0.001013	2.1
164	-1.052373	11.230156	518.058293	0.000290	2.1
165	-1.041662	10.364838	532.350893	0.000193	2.1
166	-1.046729	10.486319	530.296972	0.000241	2.1
167	-1.046329	11.230411	518.054200	0.000418	2.1
168	-1.060383	10.754315	525.821439	0.000735	2.1
169	-1.053617	11.745143	509.910723	0.000495	2.1
170	-1.049617	10.957905	522.471651	0.000619	2.1
171	-1.042521	11.940243	506.890595	0.000335	2.1
172	-1.048663	11.694836	510.695309	0.000370	2.1
173	-1.050493	11.734650	510.074168	0.000326	2.2
174	-1.049918	11.256285	517.638637	0.000453	2.1
175	-1.055159	10.511680	529.870186	0.000402	2.1
176	-1.055037	11.511061	513.582115	0.000861	2.1
177	-1.060002	10.652596	527.511218	0.000607	2.1
178	-1.054206	9.783845	542.398124	0.000700	2.0
179	-1.056684	10.783841	525.332976	0.000585	2.1
180	-1.054191	11.783840	509.308834	0.000455	2.1
181	-1.047807	12.782848	494.247842	0.000415	2.2
182	-1.051387	11.921171	507.184249	0.000529	2.1
183	-1.048736	11.052993	520.921691	0.000328	2.1
184	-1.050584	11.773096	509.475804	0.000347	2.1
185	-1.053890	12.513780	498.215942	0.000676	2.0
186	-1.057754	11.778247	509.395747	0.000878	2.1
187	-1.053057	12.778247	494.315161	0.000454	2.2
188	-1.042287	13.776495	480.126003	0.000330	2.3
189	-1.058885	14.520226	470.073004	0.000760	2.4
190	-1.044428	13.651940	481.851793	0.000342	2.3
191	-1.057927	14.648456	468.382120	0.000506	2.2
192	-1.056476	14.561820	469.523204	0.001016	2.1
193	-1.053118	13.693071	481.280524	0.000400	2.1
194	-1.046045	14.683486	467.922316	0.000479	2.1
195	-1.049944	15.670914	455.322700	0.000449	2.4
196	-1.060803	14.878531	465.378571	0.000392	2.3
197	-1.056787	15.812145	453.575834	0.000449	2.3
198	-1.055041	15.039792	463.296226	0.000284	2.1
199	-1.045363	15.129392	462.147258	0.000403	2.1
200	-1.059836	15.953961	451.835178	0.000670	2.1
201	-1.048090	15.085767	462.705962	0.000511	2.2
202	-1.047903	15.161363	461.738663	0.000236	2.3
203	-1.052752	14.913637	464.923657	0.000602	2.5
204	-1.048768	15.529079	457.090628	0.000394	2.5
205	-1.061482	14.766999	466.829754	0.000569	2.3
206	-1.063082	13.898762	478.443899	0.000314	2.1
207	-1.050249	13.060890	490.213242	0.000596	2.1
208	-1.049872	12.194814	503.003254	0.000292	2.1
209	-1.052953	11.346325	516.197738	0.000342	2.3
210	-1.059116	10.661354	527.365300	0.000905	2.2
211	-1.049183	9.792615	542.243642	0.000373	2.3
212	-1.053360	10.791052	525.213816	0.000524	2.2
213	-1.059680	10.157466	535.894018	0.000586	2.2
214	-1.048691	9.293676	551.174420	0.000176	2.1
215	-1.060708	8.874101	558.915549	0.000773	2.2
216	-1.048547	9.129794	554.172385	0.000661	2.2
217	-1.047147	10.076843	537.284285	0.000449	2.2
218	-1.049682	10.294978	533.539262	0.000528	2.2
219	-1.050185	9.440387	548.517986	0.000441	2.3
220	-1.062286	8.593624	564.212737	0.000489	2.3
221	-1.061196	7.724911	581.275939	0.000512	2.1
222	-1.055186	6.856444	599.398097	0.000423	2.1
223	-1.056122	7.856299	578.629286	0.000573	2.2
224	-1.054959	6.987668	596.587729	0.000304	2.4
225	-1.046000	7.867620	578.402365	0.000393	2.6
226	-1.051179	8.690705	562.367901	0.000573	2.5
227	-1.052492	8.003739	575.687829	0.000406	2.3
228	-1.048368	7.282095	590.377042	0.000444	2.2
229	-1.047358	8.281928	570.218578	0.000383	2.2
230	-1.054418	9.252850	551.918239	0.000438	2.3
231	-1.056945	9.444173	548.449760	0.000482	2.2
232	-1.048632	8.951407	557.472953	0.000596	2.3
233	-1.050107	8.082656	574.125671	0.000468	2.3
234	-1.049755	7.214328	591.795042	0.000429	2.2
235	-1.052585	8.214132	571.541871	0.000622	2.2
236	-1.044903	9.213909	552.629564	0.000345	2.3
237	-1.053179	9.851749	541.204305	0.000294	2.3
238	-1.049955	9.055271	555.546457	0.000484	2.3
239	-1.055752	8.339457	569.100496	0.000460	2.2
240	-1.053277	9.339321	550.345200	0.000328	2.2
241	-1.057206	10.153789	535.957269	0.000515	2.1
242	-1.050119	9.290615	551.230127	0.000568	2.1
243	-1.051768	10.290606	533.613818	0.000476	2.3
244	-1.045036	9.461785	548.132676	0.000523	2.2
245	-1.060641	8.596643	564.155185	0.000191	2.1
246	-1.044202	9.467277	548.033867	0.000463	2.3
247	-1.054258	8.634211	563.439993	0.000606	2.9
248	-1.050070	9.514361	547.188245	0.000356	2.3
249	-1.061532	10.496078	530.132661	0.000218	2.2
250	-1.061871	9.701588	543.851328	0.000773	2.3
251	-1.047952	9.036942	555.885461	0.000580	2.3
252	-1.044677	10.036942	537.975019	0.000126	2.2
253	-1.048694	10.843695	524.345536	0.000551	2.2
254	-1.051075	10.329211	532.956281	0.000386	2.2
255	-1.058153	9.783933	542.396568	0.000751	2.2
256	-1.057635	10.782509	525.354989	0.000342	2.2
257	-1.053631	9.917962	540.045292	0.000391	2.2
258	-1.057416	10.760599	525.717407	0.000302	2.1
259	-1.051472	10.719382	526.400534	0.000920	2.1
260	-1.056630	11.696104	510.675510	0.000416	2.2
261	-1.059360	10.827688	524.609244	0.000361	2.2
262	-1.039615	9.959507	539.320583	0.000242	2.1
263	-1.055975	9.370207	549.785497	0.000660	2.1
264	-1.063036	8.901005	558.412663	0.000613	2.2
265	-1.048876	9.901001	540.341699	0.000321	2.1
266	-1.049780	9.032531	555.967111	0.000118	2.3
267	-1.059473	8.434583	567.261299	0.000834	2.3
268	-1.049884	7.998931	575.783284	0.000483	2.2
269	-1.057631	8.998931	556.589825	0.000432	2.1
270	-1.052833	8.138922	573.017066	0.000321	2.1
271	-1.054771	7.405054	587.821436	0.000793	2.1
272	-1.046030	8.398247	567.962417	0.000298	2.3
273	-1.050027	7.530841	585.229833	0.000370	2.2
274	-1.053590	7.581538	584.191777	0.000311	2.2
275	-1.060267	8.524070	565.541937	0.000299	2.2
276	-1.056862	9.400474	549.238129	0.000352	2.2
277	-1.045956	9.937855	539.698037	0.000378	2.1
278	-1.052002	9.273863	551.535155	0.000312	2.2
279	-1.045858	9.453677	548.278612	0.000543	2.2
280	-1.063694	8.604216	564.010860	0.000474	2.2
281	-1.050639	8.538176	565.271859	0.000344	2.1
282	-1.048686	7.912091	577.512700	0.000838	2.1
283	-1.067065	8.880091	558.803503	0.000755	2.1
284	-1.042499	8.011340	575.537008	0.000509	2.2
285	-1.059926	9.011322	556.360020	0.000711	2.4
286	-1.064076	8.275245	570.348746	0.000722	2.4
287	-1.044455	7.406906	587.783106	0.000543	2.6
288	-1.049734	6.896967	598.527404	0.000361	2.3
289	-1.053600	6.053126	617.196675	0.000450	2.2
290	-1.056021	5.186461	637.623362	0.000440	2.2
291	-1.055050	5.685381	625.702116	0.000385	2.4
292	-1.056008	6.674136	603.346740	0.000701	2.4
293	-1.045486	5.805440	622.899662	0.000207	2.3
294	-1.052671	4.982152	642.637292	0.000500	2.1
295	-1.055395	4.917460	644.241353	0.000577	2.1
296	-1.048613	4.064348	666.169314	0.000295	2.1
297	-1.048256	3.443489	683.089871	0.000481	2.1
298	-1.055803	2.712677	704.142320	0.000694	2.4
299	-1.055104	3.712601	675.651238	0.000239	2.6
300	-1.057715	2.866924	699.591598	0.000522	2.4
301	-1.052158	2.496576	710.618426	0.000594	2.3
302	-1.045525	1.903853	729.008323	0.000298	2.2
303	-1.050246	1.170521	753.121652	0.000532	2.1
304	-1.046014	2.013780	725.526174	0.000544	2.1
305	-1.059469	2.631388	706.564484	0.000533	2.2
306	-1.053836	1.804531	732.183407	0.000588	2.2
307	-1.055315	0.938530	761.085625	0.000753	2.4
308	-1.054027	1.938530	727.906271	0.000768	2.2
309	-1.060063	2.938530	697.498962	0.000581	2.2
310	-1.054029	2.069785	723.764864	0.000489	2.1
311	-1.058277	3.047373	694.341939	0.000606	2.1
312	-1.053864	2.178872	720.358598	0.000375	2.4
313	-1.043816	1.310814	748.385942	0.000604	2.3
314	-1.044759	2.310545	716.289528	0.000613	2.3
315	-1.045112	1.462218	743.341545	0.000501	2.2
316	-1.048520	0.604580	772.849993	0.000828	2.2
317	-1.048608	1.604567	738.660456	0.000569	2.2
318	-1.055132	0.735887	768.181181	0.000369	2.1
319	-1.054291	1.725023	734.745122	0.000446	2.5
320	-1.055139	1.120999	754.807651	0.000652	2.2
321	-1.052993	2.120991	722.161941	0.000146	2.3
322	-1.054322	1.351380	747.027667	0.000465	2.3
323	-1.048853	1.425473	744.559538	0.000600	2.2
324	-1.047964	2.302662	716.531856	0.000819	2.2
325	-1.046144	3.292510	687.335297	0.000942	2.1
326	-1.050142	3.626761	678.006315	0.000413	2.3
327	-1.053089	3.032835	694.761956	0.000408	2.3
328	-1.054995	2.205424	719.534359	0.000451	2.2
329	-1.055688	1.397902	745.476041	0.000521	2.2
330	-1.055348	2.226057	718.895147	0.000279	2.1
331	-1.053398	1.388871	745.776768	0.000229	2.1
332	-1.058609	1.051316	757.192886	0.000752	2.1
333	-1.057000	1.912959	728.718597	0.000573	2.2
334	-1.057169	1.044208	757.437044	0.000473	2.2
335	-1.057700	0.175587	788.507029	0.000489	2.2
336	-1.039398	0.028681	794.015557	0.000700	2.1
337	-1.059826	0.058429	792.893902	0.000355	2.1
338	-1.055107	0.000000	795.099978	0.000341	2.1
339	-1.062706	0.669405	770.537966	0.000797	2.1
340	-1.051216	0.000000	795.099978	0.000409	2.2
341	-1.052271	0.000000	795.099978	0.000500	2.1
342	-1.048104	0.000000	795.099978	0.000779	2.2
343	-1.053015	1.000000	758.959072	0.000702	2.1
344	-1.063207	1.999963	725.962033	0.000473	2.1
345	-1.049824	2.745451	703.170467	0.000228	2.1
346	-1.050251	1.902580	729.048834	0.000865	2.1
347	-1.055507	1.233924	750.974031	0.000488	2.2
348	-1.054932	0.402119	780.161061	0.000715	2.1
349	-1.058400	1.377725	746.148210	0.000333	2.1
350	-1.057244	0.509054	776.282393	0.000638	2.1
351	-1.051752	1.228009	751.173876	0.000461	2.1
352	-1.049560	0.363507	781.571108	0.000341	2.1
353	-1.052151	0.000000	795.099978	0.000335	2.1
354	-1.049719	0.487460	777.062510	0.000334	2.2
355	-1.058572	0.012373	794.631793	0.000500	2.2
356	-1.057606	0.000000	795.099978	0.000570	2.1
357	-1.044941	0.997733	759.037287	0.000258	2.2
358	-1.047246	1.036015	757.718665	0.000311	2.1
359	-1.043339	0.462308	777.973167	0.000597	2.1
360	-1.055354	1.328688	747.786858	0.000477	2.1
361	-1.056174	0.459940	778.059010	0.000418	2.1
362	-1.060160	0.000000	795.099978	0.000835	2.3
363	-1.045763	1.000000	758.959071	0.000443	2.2
364	-1.053231	0.131251	790.161414	0.000415	2.1
365	-1.051967	1.082847	756.111722	0.000275	2.1
366	-1.059151	0.398027	780.310249	0.000957	2.1
367	-1.061273	0.000000	795.099978	0.000574	2.1
368	-1.046469	0.954760	760.522975	0.000733	2.1
369	-1.051712	1.953544	727.430127	0.000608	2.2
370	-1.049554	2.937933	697.516333	0.000473	2.1
371	-1.045258	2.117308	722.276976	0.000695	2.1
372	-1.058104	2.910329	698.321609	0.000503	2.2
373	-1.049652	2.175201	720.472702	0.001039	2.1
374	-1.062713	1.306800	748.520597	0.000815	2.1
375	-1.045050	2.306800	716.404623	0.000247	2.1
376	-1.054048	1.458302	743.471134	0.000455	2.4
377	-1.053710	2.447445	712.107430	0.000395	2.2
378	-1.059077	1.824642	731.538287	0.000770	2.2
379	-1.051978	2.824597	700.834503	0.000519	2.1
380	-1.061727	3.824597	672.603048	0.000906	2.1
381	-1.057265	3.472985	682.266576	0.000953	2.3
382	-1.057051	4.472981	655.482743	0.000775	2.3
383	-1.054892	3.604230	678.627204	0.000176	2.3
384	-1.051742	2.854424	699.958197	0.000562	2.3
385	-1.049022	3.397672	684.372657	0.000442	2.2
386	-1.044033	4.279239	660.506414	0.000464	2.1
387	-1.048368	4.203266	662.497455	0.000298	2.1
388	-1.058339	3.349834	685.717175	0.000599	2.2
389	-1.054074	2.623519	706.799834	0.000276	2.2
390	-1.048394	3.612430	678.401105	0.000167	2.2
391	-1.053687	4.275904	660.593573	0.000599	2.3
392	-1.051514	3.781492	673.772962	0.000759	2.3
393	-1.058062	4.781492	647.638989	0.000670	2.2
394	-1.054983	3.912744	670.223211	0.000492	2.1
395	-1.043855	4.912744	644.358595	0.000542	2.1
396	-1.050541	5.912731	620.416404	0.000472	2.2
397	-1.061651	6.857933	599.366057	0.000411	2.2
398	-1.054058	6.119810	615.679075	0.000469	2.2
399	-1.056497	7.117345	593.836276	0.000473	2.1
400	-1.066891	8.062087	574.532029	0.000305	2.1
401	-1.062172	7.623879	583.327624	0.000496	2.1
402	-1.053144	7.993516	575.890821	0.000599	2.1
403	-1.050477	7.124767	593.679564	0.000449	2.2
404	-1.061101	6.432626	608.658443	0.000843	2.2
405	-1.053645	7.432626	587.251401	0.000080	2.4
406	-1.049173	6.974765	596.862900	0.000870	2.2
407	-1.056315	7.003811	596.243823	0.000766	2.1
408	-1.058693	6.135060	615.333058	0.000665	2.2
409	-1.057027	7.124493	593.685349	0.000740	2.2
410	-1.054719	7.805405	579.651621	0.000467	2.1
411	-1.054787	8.311134	569.650410	0.001025	2.4
412	-1.059236	9.310983	550.859716	0.000378	2.4
413	-1.066712	8.459272	566.785887	0.000956	2.3
414	-1.045199	9.459163	548.179850	0.000415	2.2
415	-1.053447	10.389867	531.926412	0.000595	2.1
416	-1.045209	9.521152	547.066499	0.000531	2.2
417	-1.056718	8.652457	563.093296	0.000589	2.2
418	-1.059267	9.652426	544.723597	0.000495	2.3
419	-1.055975	10.651496	527.529546	0.000436	2.4
420	-1.058673	11.395761	515.410011	0.000546	2.3
421	-1.049592	12.395401	499.982011	0.000275	2.1
422	-1.056171	13.350831	486.075557	0.000650	2.1
423	-1.057986	14.345404	472.398041	0.000310	2.1
424	-1.042997	15.336316	459.515475	0.000436	2.1
425	-1.049265	14.479749	470.609291	0.000632	2.2
426	-1.055096	13.611226	482.418612	0.000391	2.3
427	-1.045124	13.851281	479.095723	0.000534	2.2
428	-1.048009	14.851228	465.732988	0.000266	2.1
429	-1.060490	13.987014	477.237057	0.000299	2.1
430	-1.052451	13.840421	479.245054	0.000702	2.1
431	-1.052722	12.993657	491.182799	0.000321	2.1
432	-1.047223	12.203892	502.865728	0.000248	2.2
433	-1.054457	12.264196	501.954095	0.000484	2.1
434	-1.054939	12.777307	494.328912	0.000809	2.1
435	-1.055716	13.769880	480.217348	0.000319	2.1
436	-1.053890	14.769524	466.796803	0.000247	2.1
437	-1.040605	14.263068	473.501039	0.000352	2.1
438	-1.044226	15.000305	463.804396	0.000662	2.1
439	-1.059352	14.508309	470.230778	0.000578	2.1
440	-1.050802	15.507853	457.356377	0.000679	2.1
441	-1.056803	16.507810	445.163272	0.000632	2.1
442	-1.055174	17.507153	433.610334	0.000358	2.1
443	-1.051681	18.502556	422.684032	0.000711	2.1
444	-1.055146	19.502466	412.248962	0.000377	2.1
445	-1.057994	20.502434	402.316154	0.000355	2.1
446	-1.052353	21.432288	393.499863	0.000563	2.1
447	-1.064828	20.762481	399.811011	0.000658	2.8
448	-1.051531	21.757855	390.503675	0.000569	3.8
449	-1.053679	20.889105	398.602446	0.000454	2.1
450	-1.051532	21.660402	391.395742	0.000318	2.1
451	-1.051634	20.838025	399.089097	0.000414	2.1
452	-1.053962	21.679609	391.219601	0.000488	2.1
453	-1.055950	22.678494	382.272781	0.000475	2.1
454	-1.062418	23.214619	377.637533	0.000306	2.1
455	-1.058036	24.190214	369.484849	0.000444	2.1
456	-1.050323	23.727410	373.307987	0.000480	2.0
457	-1.055134	24.723920	365.172092	0.000330	2.1
458	-1.044634	25.167934	361.660101	0.000877	2.0
459	-1.055263	25.990727	355.327545	0.000501	2.1
460	-1.052217	26.990727	347.923458	0.000410	2.2
461	-1.043688	26.127700	354.294813	0.000643	2.3
462	-1.048580	25.258953	360.948495	0.000477	2.4
463	-1.059927	24.390303	367.856093	0.000930	2.3
464	-1.052886	25.390303	359.926503	0.000434	2.3
465	-1.051294	24.521606	366.795045	0.000445	2.5
466	-1.052700	25.507019	359.023214	0.000509	2.4
467	-1.053342	24.944213	363.421166	0.000693	2.2
468	-1.050840	24.706240	365.313350	0.000380	2.2
469	-1.057293	25.018618	362.833571	0.000629	2.3
470	-1.053110	24.295385	368.626945	0.000338	2.4
471	-1.046641	25.295205	360.665851	0.000413	2.7
472	-1.058747	26.253889	353.348682	0.000378	2.4
473	-1.050480	27.149463	346.776441	0.000325	2.2
474	-1.068444	27.111349	347.051161	0.000760	2.2
475	-1.049541	28.111242	339.985282	0.000278	2.3
476	-1.053869	29.111151	333.201280	0.000627	2.2
477	-1.056384	30.021896	327.253609	0.000557	2.2
478	-1.056605	29.153147	332.922272	0.000650	2.2
479	-1.053468	28.284920	338.787188	0.000289	2.2
480	-1.050339	29.214358	332.516437	0.000499	2.2
481	-1.050629	29.777084	328.831400	0.000582	2.2
482	-1.054684	30.771145	322.517489	0.000191	2.2
483	-1.053865	30.674910	323.118113	0.000559	2.1
484	-1.043735	31.471691	318.211575	0.000439	2.2
485	-1.048072	30.617189	323.479446	0.000336	2.4
486	-1.056268	29.836017	328.450193	0.000327	2.5
487	-1.056568	30.802238	322.323906	0.000337	2.5
488	-1.059713	31.560579	317.673430	0.000413	2.4
489	-1.052704	30.695284	322.990766	0.000284	2.5
490	-1.054133	30.631127	323.392118	0.000250	2.4
491	-1.050930	30.412233	324.768998	0.000577	2.4
492	-1.062190	30.865713	321.929431	0.000469	2.5
493	-1.065458	30.001292	327.385815	0.000533	2.5
494	-1.055691	30.970255	321.281849	0.000618	2.5
495	-1.047329	31.970246	315.216577	0.000320	2.6
496	-1.053869	31.527138	317.875678	0.000406	2.4
497	-1.049600	32.514436	312.011126	0.000395	2.3
498	-1.049937	33.487191	306.440823	0.000317	2.3
499	-1.048725	34.475416	300.981959	0.000201	2.5
500	-1.053674	34.728555	299.614793	0.000619	2.7
501	-1.056733	35.591816	295.044418	0.000410	2.4
502	-1.056397	36.590739	289.926815	0.000676	2.3
503	-1.051576	37.590725	284.978544	0.000541	2.2
504	-1.052513	36.869560	288.529923	0.000927	2.4
505	-1.053362	37.869560	283.628749	0.000688	3.3
506	-1.058186	38.869560	278.891304	0.000384	2.6
507	-1.058951	38.069984	282.666397	0.000356	2.3
508	-1.057351	37.769008	284.114030	0.000643	2.5
509	-1.057239	36.958286	288.088221	0.000290	2.2
510	-1.056514	37.954670	283.219284	0.000568	2.1
511	-1.048491	38.949574	278.519068	0.000503	2.1
512	-1.053043	39.926162	274.054676	0.000525	2.2
513	-1.051288	39.094053	277.849451	0.000382	2.2
514	-1.052828	38.354998	281.309076	0.000356	2.3
