1:ItNr	2:Metric	3a:Time	3b:StepSize	4:||Gradient||	Time[ms]
61	-1.036558	12.878653	730422.415383	0.000090	45.7
62	-1.037409	12.015511	749518.236243	0.000099	44.4
63	-1.037880	11.152369	769639.325117	0.000097	43.6
64	-1.041672	10.289227	790870.531860	0.000081	44.5
65	-1.038191	11.288737	766388.829618	0.000093	45.6
66	-1.045104	12.288737	743366.364103	0.000120	45.3
67	-1.041992	11.425595	763154.150431	0.000101	45.0
68	-1.036960	12.425595	740322.720193	0.000106	44.3
69	-1.036961	13.425595	718817.711761	0.000092	45.1
70	-1.038761	14.425595	698526.797724	0.000112	47.1
71	-1.038046	13.562453	715971.388030	0.000101	45.2
72	-1.039703	12.699311	734309.596544	0.000099	43.5
73	-1.042343	13.699311	713147.516738	0.000156	44.9
74	-1.035764	12.836169	731339.516859	0.000121	43.6
75	-1.043046	13.836169	710345.833264	0.000122	47.6
76	-1.039272	12.973027	728393.366691	0.000098	44.8
77	-1.039531	13.973027	707566.077128	0.000097	45.5
78	-1.042047	14.973027	687896.726784	0.000114	45.0
79	-1.039800	14.111515	704775.281352	0.000106	44.8
80	-1.042478	13.248373	722537.327222	0.000127	48.1
81	-1.040785	12.448596	739813.641736	0.000140	44.9
82	-1.039342	13.448596	718337.769738	0.000080	45.2
83	-1.038905	14.225030	702504.086855	0.000102	45.0
84	-1.042120	15.225030	683111.305643	0.000086	44.8
85	-1.044531	16.213538	664965.743440	0.000087	47.9
86	-1.039486	15.513756	677709.736340	0.000106	44.9
87	-1.040036	14.650614	694117.862289	0.000118	45.0
88	-1.041992	13.787472	711340.220632	0.000084	45.8
89	-1.039150	12.924330	729438.961298	0.000090	45.5
90	-1.041671	12.061567	748474.144765	0.000126	45.8
91	-1.042576	11.198425	768538.464811	0.000099	45.4
92	-1.041046	10.830898	777412.172954	0.000117	44.5
93	-1.043634	9.968615	799058.251934	0.000096	45.3
94	-1.044360	10.968615	774063.167215	0.000149	45.8
95	-1.043793	11.968615	750584.378184	0.000146	46.9
96	-1.041975	11.138588	769969.343659	0.000151	44.4
97	-1.041840	12.138588	746734.517339	0.000115	44.6
98	-1.042926	13.138588	724860.897060	0.000116	45.0
99	-1.046428	12.275446	743663.286745	0.000127	44.6
100	-1.041683	11.412304	763467.094454	0.000107	46.1
101	-1.045047	12.412304	740617.215887	0.000100	44.8
102	-1.047052	13.412304	719095.343629	0.000099	44.7
103	-1.045203	12.549163	737595.984367	0.000094	45.1
104	-1.041990	13.549163	716246.813354	0.000110	45.2
105	-1.048849	14.549163	696098.749167	0.000106	49.1
106	-1.043507	13.686021	713420.773316	0.000104	45.7
107	-1.037715	14.686021	693429.169923	0.000097	45.7
108	-1.044202	15.686021	674527.442345	0.000114	43.7
109	-1.044518	16.686021	656628.830895	0.000102	43.9
110	-1.048748	17.686021	639655.546532	0.000114	46.6
111	-1.042996	18.686021	623537.640665	0.000107	44.5
112	-1.048460	19.686021	608212.041619	0.000110	43.7
113	-1.041741	20.686021	593621.729787	0.000132	43.9
114	-1.045560	19.822879	606173.021669	0.000120	47.2
115	-1.043307	18.959737	619266.536723	0.000111	46.4
116	-1.042090	18.096595	632938.187172	0.000086	44.7
117	-1.043210	19.096595	617152.851964	0.000123	44.8
118	-1.043876	18.233453	630730.310169	0.000131	45.0
119	-1.047420	19.233453	615053.546951	0.000116	44.6
120	-1.050186	20.233453	600137.174252	0.000120	45.8
121	-1.046685	21.233453	585927.178691	0.000129	44.6
122	-1.048336	22.233453	572374.544257	0.000103	45.8
123	-1.048861	23.233453	559434.687421	0.000104	45.0
124	-1.045320	22.370311	570568.377412	0.000099	46.1
125	-1.047831	21.507169	582154.224352	0.000107	47.1
126	-1.046835	20.644027	594220.343365	0.000105	44.8
127	-1.051244	19.780884	606797.229842	0.000098	49.3
128	-1.042945	20.019926	603261.156788	0.000121	44.4
129	-1.045180	19.156784	616227.834273	0.000136	45.3
130	-1.046242	20.156783	601255.143125	0.000093	47.1
131	-1.046760	19.293641	614134.807694	0.000110	45.1
132	-1.046464	19.458640	611630.248162	0.000124	43.2
133	-1.047203	20.458640	596877.466715	0.000127	45.2
134	-1.041590	21.458640	582819.610099	0.000118	45.7
135	-1.047327	22.458591	569409.337821	0.000116	46.4
136	-1.047597	21.595449	580947.686177	0.000110	44.4
137	-1.045158	22.595449	567621.807103	0.000138	44.1
138	-1.045669	21.732307	579087.095800	0.000097	44.0
139	-1.047781	20.869165	591025.103382	0.000117	45.9
140	-1.040661	20.006023	603465.679653	0.000089	46.8
141	-1.047941	21.006023	589099.509476	0.000103	44.6
142	-1.052159	22.006023	575401.439674	0.000136	45.0
143	-1.044507	22.997583	562433.804831	0.000124	44.2
144	-1.044539	22.134440	573688.390534	0.000119	44.5
145	-1.046552	23.134195	560692.853200	0.000098	46.6
146	-1.044877	24.134195	548270.058183	0.000124	45.0
147	-1.045780	23.271053	558959.547139	0.000118	44.7
148	-1.052084	22.407911	570074.145113	0.000118	46.0
149	-1.043523	23.407911	557236.924613	0.000141	46.7
150	-1.048250	22.544769	568282.444501	0.000116	47.4
151	-1.051210	21.681627	579774.707085	0.000117	45.4
152	-1.048122	20.818485	591741.374942	0.000109	45.6
153	-1.046794	19.955343	604212.442631	0.000151	45.2
154	-1.051201	19.092201	617220.487711	0.000144	46.1
155	-1.045328	18.229059	630800.954909	0.000134	46.9
156	-1.043511	19.229059	615120.723404	0.000113	44.1
157	-1.046844	18.365917	628607.937599	0.000109	44.0
158	-1.046893	17.502775	642699.855300	0.000124	44.5
159	-1.050854	16.639633	657438.077209	0.000141	44.7
160	-1.048244	15.776491	672868.109489	0.000174	45.3
161	-1.051755	16.776491	655056.287961	0.000120	43.6
162	-1.046963	15.913349	670373.419477	0.000122	43.6
163	-1.050596	15.050207	686424.019790	0.000115	45.6
164	-1.046778	14.187065	703262.066110	0.000145	44.0
165	-1.048987	15.187065	683827.992797	0.000095	47.3
166	-1.045306	16.187065	665439.125581	0.000134	43.6
167	-1.049674	15.323923	681251.527952	0.000117	43.6
168	-1.054882	14.460781	697833.701823	0.000161	44.8
169	-1.048449	15.460781	678694.404971	0.000113	45.2
170	-1.053554	14.597638	695150.824351	0.000151	46.9
171	-1.054250	15.597638	676156.406867	0.000121	44.8
172	-1.049898	14.734496	692488.496946	0.000120	44.9
173	-1.046948	15.734488	673637.466115	0.000105	42.9
174	-1.048815	16.734488	655785.430475	0.000160	44.0
175	-1.047246	17.734488	638855.158332	0.000113	46.6
176	-1.052225	18.734488	622777.056322	0.000123	42.9
177	-1.047570	19.731427	607534.029079	0.000118	44.6
178	-1.051160	20.731427	592975.839295	0.000122	43.1
179	-1.052259	21.731427	579099.030448	0.000147	44.0
180	-1.050358	22.554303	568158.050843	0.000126	48.2
181	-1.050507	21.691161	579645.231951	0.000119	44.7
182	-1.051829	22.691161	566378.355478	0.000121	45.2
183	-1.049726	23.691102	553705.920194	0.000112	44.0
184	-1.053283	24.691102	541587.457378	0.000094	44.1
185	-1.047413	23.827960	552015.478176	0.000112	46.6
186	-1.051013	22.964818	562852.954498	0.000111	44.2
187	-1.048211	22.101676	574124.489336	0.000121	46.1
188	-1.049514	23.101676	561106.288192	0.000148	46.8
189	-1.044057	22.238534	572307.278999	0.000114	45.0
190	-1.052451	23.238534	559370.428988	0.000137	48.1
191	-1.048765	24.238534	547005.518379	0.000107	48.0
192	-1.046684	23.375396	557645.230175	0.000161	44.4
193	-1.051816	24.375396	545355.635302	0.000124	44.8
194	-1.044342	23.512254	555930.686724	0.000124	45.3
195	-1.050710	24.512254	543715.719498	0.000117	45.3
196	-1.051789	25.512254	532025.988796	0.000134	46.1
197	-1.048652	24.649112	542085.636768	0.000135	43.9
198	-1.049455	25.649112	530465.144588	0.000093	43.7
199	-1.048024	26.642797	519401.239622	0.000124	44.3
200	-1.044962	27.642797	508723.374175	0.000121	45.9
201	-1.050502	26.779655	517913.488824	0.000115	44.5
202	-1.044319	27.779655	507296.081006	0.000099	44.0
203	-1.051303	26.916513	516434.237028	0.000113	45.5
204	-1.052501	27.916513	505876.774788	0.000111	45.0
205	-1.053957	27.053371	514963.411172	0.000150	47.5
206	-1.053131	26.190229	524382.449326	0.000128	44.9
207	-1.050045	25.327087	534152.468658	0.000111	44.3
208	-1.051272	24.463945	544293.459511	0.000114	45.5
209	-1.056346	23.600803	554826.959687	0.000128	44.7
210	-1.051420	24.600803	542659.915966	0.000117	46.2
211	-1.052028	25.591308	531123.262366	0.000145	44.4
212	-1.050939	24.728166	541148.479817	0.000145	43.3
213	-1.052840	25.728166	529567.702711	0.000137	43.8
214	-1.051220	26.728166	518472.206226	0.000115	43.7
215	-1.051882	25.865024	528021.228328	0.000116	46.6
216	-1.059733	26.743020	518310.903071	0.000124	45.4
217	-1.050634	27.743020	507677.362011	0.000134	43.9
218	-1.054388	26.879878	516829.383481	0.000144	44.4
219	-1.054248	26.016736	526317.433997	0.000142	44.6
220	-1.051178	25.153594	536160.366311	0.000124	46.5
221	-1.048329	26.153594	524789.857226	0.000121	44.5
222	-1.045501	27.153594	513891.608182	0.000107	44.0
223	-1.053949	28.153594	503436.795648	0.000125	45.7
224	-1.049685	27.290452	512435.209272	0.000143	44.1
225	-1.051486	28.290451	502038.976234	0.000121	45.4
226	-1.048349	27.427309	510987.045993	0.000104	44.6
227	-1.050080	28.427309	500648.893807	0.000106	42.9
228	-1.048606	27.564168	509547.028298	0.000125	43.8
229	-1.054926	28.554642	499362.454041	0.000100	45.2
230	-1.048071	29.554642	489484.776497	0.000148	46.7
231	-1.055445	28.691500	497987.133705	0.000142	45.0
232	-1.055046	29.691500	488163.255303	0.000119	44.0
233	-1.051820	28.828358	496619.368245	0.000108	45.6
234	-1.052399	27.965216	505373.604104	0.000158	44.3
235	-1.055970	28.965216	495259.095582	0.000121	48.6
236	-1.048586	29.965216	485541.505167	0.000128	45.1
237	-1.053352	30.965216	476197.918577	0.000137	46.5
238	-1.048421	31.965216	467207.151546	0.000109	45.3
239	-1.055469	32.965216	458549.590520	0.000130	47.1
240	-1.049901	33.965216	450207.049125	0.000131	49.0
241	-1.052506	34.965216	442162.640820	0.000131	44.4
242	-1.050451	34.102074	449088.862143	0.000122	45.1
243	-1.049148	35.102074	441084.009031	0.000149	43.5
244	-1.053759	36.102074	433359.525878	0.000122	45.1
245	-1.053590	37.102074	425900.936268	0.000135	46.7
246	-1.050867	38.102074	418694.743540	0.000125	44.5
247	-1.054331	39.102074	411728.349283	0.000118	44.0
248	-1.056313	38.238932	417727.445349	0.000138	45.0
249	-1.053754	37.375790	423903.946191	0.000173	45.1
250	-1.047417	38.375790	416764.606298	0.000100	46.9
251	-1.053114	39.375790	409861.763182	0.000121	44.8
252	-1.053066	38.512648	415806.195623	0.000118	45.1
253	-1.055663	37.649506	421925.595931	0.000118	45.9
254	-1.047507	38.647211	414868.145669	0.000104	43.9
255	-1.055673	39.610081	408277.424760	0.000115	46.5
256	-1.053917	38.746939	414175.658423	0.000157	44.1
257	-1.052928	37.883797	420246.809380	0.000104	44.6
258	-1.049766	37.020655	426498.594823	0.000121	44.9
259	-1.054878	36.473135	430561.645434	0.000158	44.3
260	-1.058918	37.473135	423198.235851	0.000121	48.6
261	-1.054570	38.473135	416082.447637	0.000118	46.8
262	-1.058839	38.971236	412626.608894	0.000146	45.3
263	-1.056005	38.108094	418652.101273	0.000118	46.1
264	-1.056092	37.244952	424856.179282	0.000159	46.8
265	-1.055769	38.244952	417684.999875	0.000134	45.8
266	-1.049354	39.244952	410751.887863	0.000112	43.3
267	-1.055665	40.244946	404045.220264	0.000130	44.6
268	-1.054099	41.228248	397660.683701	0.000105	44.2
269	-1.057611	40.365106	403254.052178	0.000163	44.0
270	-1.055911	41.365106	396788.031726	0.000132	46.4
271	-1.055247	40.501964	402356.706363	0.000121	45.5
272	-1.053958	39.638822	408083.911689	0.000135	45.7
273	-1.053957	40.638822	401463.345340	0.000131	44.8
274	-1.059605	39.775680	407164.966236	0.000115	45.1
275	-1.055416	38.912538	413030.870230	0.000146	46.2
276	-1.052168	39.912538	406250.150147	0.000146	44.6
277	-1.055490	39.049396	412089.535748	0.000120	43.8
278	-1.053117	40.049396	405339.435626	0.000119	43.9
279	-1.050621	39.186254	411152.482306	0.000155	44.4
280	-1.052171	38.323112	417134.686833	0.000117	47.4
281	-1.052638	39.323112	410219.680742	0.000121	43.8
282	-1.052773	40.323111	403530.206138	0.000127	44.3
283	-1.052808	41.323111	397055.397712	0.000127	46.8
284	-1.048657	42.323111	390785.089926	0.000124	43.0
285	-1.049132	41.459969	396185.397365	0.000129	45.4
286	-1.060351	40.596827	401737.051312	0.000148	44.8
287	-1.058278	41.596827	395319.201253	0.000144	44.5
288	-1.051547	40.733685	400846.436791	0.000150	44.4
289	-1.055672	41.733685	394456.784476	0.000138	44.5
290	-1.052011	42.733685	388267.643157	0.000179	45.4
291	-1.051980	43.733685	382269.720406	0.000117	44.6
292	-1.056340	42.870543	387435.686546	0.000130	44.4
293	-1.055995	42.007410	392743.136941	0.000147	44.4
294	-1.060243	43.007410	386607.235821	0.000127	44.8
295	-1.056805	42.144268	391891.911175	0.000122	49.1
296	-1.055091	41.294653	397236.786242	0.000136	47.1
297	-1.050683	42.294653	390960.793441	0.000121	45.0
298	-1.051769	43.294653	384880.026605	0.000113	44.7
299	-1.056764	44.294653	378985.515965	0.000153	46.1
300	-1.051946	43.431511	384062.508940	0.000113	46.5
301	-1.060534	44.431511	378192.821637	0.000140	46.3
302	-1.055253	43.568369	383248.456868	0.000111	45.7
303	-1.055387	44.568369	377403.436420	0.000110	44.7
304	-1.052405	45.568369	371734.025517	0.000142	45.7
305	-1.051781	46.568369	366232.427186	0.000125	47.7
306	-1.054862	47.568369	360891.299300	0.000148	46.2
307	-1.053862	46.705275	365491.870408	0.000120	45.2
308	-1.058208	47.705275	360172.164340	0.000158	46.0
309	-1.053830	48.705275	355005.092518	0.000125	46.1
310	-1.055070	49.705275	349984.178724	0.000122	47.6
311	-1.056697	50.705275	345103.308010	0.000114	49.5
312	-1.056808	51.705275	340356.701851	0.000105	46.3
313	-1.050255	52.705275	335738.895323	0.000120	46.4
314	-1.064034	51.842133	339717.229550	0.000126	46.5
315	-1.061718	52.842133	335116.641592	0.000150	46.8
316	-1.062942	51.978991	339080.155640	0.000115	45.2
317	-1.059725	51.115849	343138.546929	0.000184	45.8
318	-1.059791	52.115849	338445.466698	0.000150	45.4
319	-1.055190	53.115849	333879.028212	0.000132	45.2
320	-1.057706	54.115849	329434.173613	0.000103	46.0
321	-1.056426	55.115849	325106.110842	0.000157	44.5
322	-1.052662	54.252707	328835.049765	0.000153	46.3
323	-1.054568	55.252707	324522.612062	0.000141	45.0
324	-1.055535	54.389565	328238.101148	0.000145	48.7
325	-1.054993	53.526423	332039.653530	0.000137	45.6
326	-1.058209	52.663281	335930.294521	0.000128	44.6
327	-1.059230	53.663281	331431.024073	0.000128	48.0
328	-1.058753	52.800139	335307.331773	0.000112	44.8
329	-1.056348	51.936997	339275.384520	0.000119	46.6
330	-1.057883	52.936997	334686.675243	0.000162	46.7
331	-1.053810	52.079481	338613.893712	0.000112	45.3
332	-1.053444	51.216339	342661.064850	0.000151	46.2
333	-1.054069	50.353197	346806.151251	0.000115	45.5
334	-1.065104	49.490055	351052.749795	0.000180	45.1
335	-1.052379	50.490055	346142.238138	0.000120	46.6
336	-1.061166	51.490055	341367.207456	0.000143	45.5
337	-1.056465	52.490055	336722.127164	0.000145	44.4
338	-1.053011	53.490055	332201.763670	0.000129	44.6
339	-1.055838	54.490055	327801.160670	0.000113	44.0
340	-1.048890	55.490055	323515.621075	0.000138	49.1
341	-1.060232	54.626913	327207.956497	0.000142	46.8
342	-1.048310	55.626913	322937.812462	0.000169	45.0
343	-1.055592	54.763771	326616.895422	0.000160	45.8
344	-1.057775	53.900629	330380.772627	0.000133	47.5
345	-1.058197	53.037487	334232.409716	0.000119	46.0
346	-1.053617	54.037487	329778.203926	0.000114	53.0
347	-1.052401	53.514461	332092.959296	0.000160	46.6
348	-1.051729	52.651319	335984.856919	0.000135	46.5
349	-1.057455	53.651319	331484.134584	0.000134	48.1
350	-1.059222	54.651319	327102.398208	0.000125	47.9
351	-1.050360	55.651319	322834.990886	0.000093	46.0
352	-1.054270	54.788177	326511.718084	0.000110	46.4
353	-1.061820	53.925091	330272.907975	0.000118	47.4
354	-1.055284	53.061949	334122.015814	0.000139	46.7
355	-1.052666	52.284461	337666.778205	0.000131	46.4
356	-1.054047	53.284461	333121.187176	0.000097	45.1
357	-1.058373	52.421319	337037.364434	0.000121	51.6
358	-1.057407	53.421319	332508.590012	0.000133	52.8
359	-1.051425	54.421319	328099.908278	0.000150	62.1
360	-1.059041	53.558177	331898.241798	0.000138	56.7
361	-1.060032	54.558020	327506.302333	0.000115	51.5
362	-1.055482	55.558020	323228.418679	0.000158	50.1
363	-1.060493	56.558020	319060.849436	0.000147	48.9
364	-1.057426	57.558020	314999.381880	0.000126	50.1
365	-1.061176	58.558020	311040.015095	0.000128	51.9
366	-1.056736	59.558020	307178.946822	0.000133	55.6
367	-1.057232	60.558020	303412.561286	0.000142	45.1
368	-1.062950	59.695199	306656.752084	0.000134	48.9
369	-1.060152	58.832057	309972.316546	0.000147	51.6
370	-1.059995	57.968915	313360.360236	0.000170	51.4
371	-1.052441	58.968915	309441.833155	0.000135	50.7
372	-1.062777	58.105773	312818.227085	0.000156	53.6
373	-1.051236	57.242631	316269.115124	0.000124	50.9
374	-1.059922	58.242631	312277.966543	0.000158	49.4
375	-1.059840	57.379489	315716.879471	0.000123	49.7
376	-1.058631	56.516347	319232.376768	0.000154	48.9
377	-1.053676	55.653205	322827.045536	0.000133	47.7
378	-1.058147	56.653205	318669.753573	0.000112	50.6
379	-1.058233	57.651867	314623.528109	0.000145	46.6
380	-1.055206	56.788724	318114.584083	0.000124	44.6
381	-1.054960	57.788724	314077.019241	0.000135	46.0
382	-1.054659	58.788724	310140.660799	0.000115	44.3
383	-1.054661	59.788724	306301.750571	0.000130	46.0
384	-1.051991	60.788724	302556.714168	0.000132	46.9
385	-1.055617	61.788724	298902.149902	0.000134	50.5
386	-1.052833	62.788724	295334.818478	0.000124	48.2
387	-1.055859	63.788724	291851.633417	0.000132	49.9
388	-1.057584	64.788724	288449.652153	0.000103	54.9
389	-1.061657	63.925582	291381.313163	0.000134	53.0
390	-1.053841	63.062441	294373.176568	0.000131	50.9
391	-1.059488	64.062441	290912.504929	0.000153	50.0
392	-1.059349	65.062441	287532.255634	0.000138	49.9
393	-1.055774	66.062441	284229.657489	0.000134	46.7
394	-1.061212	65.199299	287075.742870	0.000142	48.5
395	-1.054295	64.336157	289979.402343	0.000174	47.4
396	-1.056269	65.256685	286884.752696	0.000153	50.8
397	-1.057816	66.256685	283596.927210	0.000138	48.9
398	-1.056365	67.256685	280383.607706	0.000181	50.2
399	-1.053673	66.393543	283152.815462	0.000139	50.3
400	-1.055160	67.393543	279949.495332	0.000111	50.1
401	-1.060780	66.530401	282710.092493	0.000142	52.1
402	-1.059491	65.721354	285347.570712	0.000131	50.5
403	-1.065639	64.858212	288216.201166	0.000119	48.3
404	-1.059525	65.858212	284897.963384	0.000111	47.6
405	-1.055928	66.858212	281655.261803	0.000142	48.0
406	-1.057761	67.858212	278485.546196	0.000119	48.3
407	-1.052426	68.858212	275386.379858	0.000108	47.5
408	-1.057160	69.858212	272355.433361	0.000115	48.0
409	-1.061479	68.995070	274967.592248	0.000128	48.1
410	-1.049054	68.131928	277630.342751	0.000150	46.7
411	-1.059160	67.268786	280345.168928	0.000141	46.7
412	-1.055284	68.268786	277204.707616	0.000096	50.2
413	-1.053542	67.405644	279911.175481	0.000112	53.5
414	-1.056713	66.542523	282670.946017	0.000160	53.5
415	-1.065270	65.679381	285485.746637	0.000138	53.7
416	-1.061711	66.679381	282229.727444	0.000126	51.0
417	-1.053469	66.471005	282902.064267	0.000132	48.3
418	-1.061350	67.471005	279704.383108	0.000172	45.6
419	-1.052721	68.471005	276578.181668	0.000150	44.5
420	-1.056986	69.471005	273521.089695	0.000152	45.7
421	-1.060853	68.607862	276155.764183	0.000143	49.5
422	-1.059205	67.744720	278841.689005	0.000116	45.5
423	-1.058057	68.744720	275734.635046	0.000157	51.8
424	-1.063277	67.881578	278412.334491	0.000160	51.2
425	-1.057377	67.042899	281064.434358	0.000139	49.2
426	-1.059474	66.179757	283847.173541	0.000154	50.2
427	-1.055691	65.316615	286685.565953	0.000133	46.7
428	-1.057463	66.316615	283402.278292	0.000154	47.3
429	-1.058631	65.453473	286231.735673	0.000121	48.0
430	-1.058144	66.453473	282958.775496	0.000152	49.6
431	-1.055940	65.590331	285779.339971	0.000103	49.5
432	-1.054103	66.590331	282516.658628	0.000107	51.9
433	-1.059118	65.727254	285328.160257	0.000157	50.6
434	-1.055425	66.727254	282075.714201	0.000144	50.7
435	-1.058712	65.864112	284878.614047	0.000154	49.3
436	-1.057527	66.864112	281636.350412	0.000132	44.6
437	-1.062160	67.864112	278467.058049	0.000150	44.0
438	-1.059667	68.864112	275368.300904	0.000189	44.0
439	-1.055106	68.000970	278038.855572	0.000164	43.4
440	-1.058570	67.137828	280761.716225	0.000131	45.8
441	-1.059893	68.137828	277611.967977	0.000157	47.9
442	-1.058088	67.274686	280326.433134	0.000138	51.8
443	-1.058324	66.411544	283094.506061	0.000124	49.3
444	-1.052437	67.411544	279892.497649	0.000165	55.1
445	-1.053790	66.548401	282651.965270	0.000148	51.2
446	-1.053448	67.548401	279459.903522	0.000136	48.5
447	-1.057413	68.548401	276339.134208	0.000131	46.1
448	-1.056897	67.685259	279028.644542	0.000141	46.8
449	-1.057919	68.685259	275917.446044	0.000156	49.7
450	-1.060953	69.685259	272874.862854	0.000145	49.1
451	-1.057337	68.822117	275497.042896	0.000145	49.6
452	-1.054781	67.958975	278170.107377	0.000122	46.2
453	-1.055195	68.958975	275077.918898	0.000123	45.2
454	-1.056517	68.095833	277742.816962	0.000125	47.7
455	-1.057972	67.232691	280459.854094	0.000131	47.7
456	-1.053388	68.232691	277316.837226	0.000107	46.6
457	-1.060448	69.232691	274243.485062	0.000139	45.7
458	-1.059842	68.369549	276892.162165	0.000143	45.1
459	-1.055039	69.369549	273828.163680	0.000113	47.6
460	-1.057205	70.369549	270831.233458	0.000145	50.5
461	-1.059362	69.506600	273413.515264	0.000149	46.2
462	-1.056162	70.506600	270425.604945	0.000169	46.9
463	-1.058678	71.506600	267502.293483	0.000103	44.7
464	-1.061346	70.643458	270021.758348	0.000116	45.9
465	-1.059399	71.643458	267107.124509	0.000142	47.9
466	-1.061380	70.780316	269619.116140	0.000148	45.8
467	-1.055995	71.780316	266713.121344	0.000147	44.5
468	-1.061719	72.780316	263869.101063	0.000152	44.2
469	-1.060880	71.917174	266320.278836	0.000137	47.8
470	-1.064193	72.917174	263484.585778	0.000166	47.2
471	-1.058400	73.917174	260708.643616	0.000132	44.9
472	-1.059009	74.917174	257990.583521	0.000136	46.0
473	-1.061186	75.917174	255328.613796	0.000120	49.2
474	-1.057313	76.917174	252721.015937	0.000154	47.8
475	-1.056909	77.917174	250166.140952	0.000134	50.0
476	-1.058065	78.917174	247662.405803	0.000192	47.7
477	-1.053958	78.054040	249820.479838	0.000120	46.5
478	-1.055507	79.054040	247323.624334	0.000162	48.1
479	-1.059817	80.054040	244876.185073	0.000156	46.1
480	-1.058883	81.054040	242476.709406	0.000152	47.8
481	-1.059396	82.054040	240123.801068	0.000152	44.6
482	-1.059986	83.054040	237816.117468	0.000151	44.5
483	-1.066131	84.054040	235552.367135	0.000175	46.4
484	-1.056273	83.190898	237503.738639	0.000157	45.4
485	-1.062964	84.190898	235245.903182	0.000144	50.4
486	-1.062579	83.327756	237192.179373	0.000178	46.6
487	-1.063443	82.464614	239170.928749	0.000112	47.3
488	-1.061895	83.464614	236881.436447	0.000181	51.2
489	-1.058548	84.464614	234635.361406	0.000127	47.6
490	-1.053822	83.601472	236571.506658	0.000135	49.9
491	-1.063745	82.738330	238539.870828	0.000171	50.0
492	-1.061393	83.738330	236262.386818	0.000147	48.5
493	-1.059268	82.875188	238225.589018	0.000139	46.7
494	-1.057772	82.012046	240221.690716	0.000162	49.5
495	-1.055001	83.012046	237912.134265	0.000123	46.6
