1:ItNr	2:Metric	3a:Time	3b:StepSize	4:||Gradient||	Time[ms]
496	-1.064360	82.148903	239902.964570	0.000154	48.2
497	-1.059433	81.285761	241927.394260	0.000162	48.2
498	-1.056311	82.285761	239585.083075	0.000134	46.2
499	-1.058795	83.285761	237287.692907	0.000146	48.3
500	-1.060723	84.285761	235033.943781	0.000167	47.7
501	-1.059287	85.285761	232822.603893	0.000121	44.2
502	-1.062850	86.285761	230652.487368	0.000182	44.4
503	-1.058659	85.422619	232523.197351	0.000143	45.8
504	-1.061387	86.422619	230358.632769	0.000167	47.2
505	-1.060600	87.422619	228233.996471	0.000130	51.6
506	-1.064709	88.422619	226148.193758	0.000136	47.9
507	-1.059701	89.422619	224100.169586	0.000130	50.3
508	-1.054695	90.422619	222088.906785	0.000144	45.8
509	-1.062056	89.559477	223822.763301	0.000151	48.4
510	-1.054575	88.696335	225583.905404	0.000134	49.3
511	-1.059775	87.833193	227372.982277	0.000145	45.4
512	-1.060097	88.833193	225302.815915	0.000164	45.9
513	-1.056145	87.970051	227087.419373	0.000114	45.0
514	-1.058099	87.106909	228900.519923	0.000130	48.2
515	-1.060664	88.106477	226803.472224	0.000128	49.0
516	-1.062416	89.106477	224743.616354	0.000142	45.2
517	-1.055241	90.106477	222720.839439	0.000149	45.0
518	-1.051449	89.243335	224464.615774	0.000115	55.8
519	-1.061667	90.243335	222446.835428	0.000123	51.4
520	-1.060076	90.863810	221212.987967	0.000134	49.1
521	-1.060485	91.863810	219252.988679	0.000121	47.4
522	-1.056801	91.000668	220942.679223	0.000167	49.4
523	-1.060277	92.000668	218987.445839	0.000127	49.8
524	-1.062380	91.137563	220672.958433	0.000189	48.7
525	-1.065042	92.137392	218722.805290	0.000131	46.9
526	-1.061434	91.274250	220404.302577	0.000190	45.5
527	-1.056894	90.411108	222111.854197	0.000124	44.5
528	-1.058004	89.547966	223846.070433	0.000138	48.8
529	-1.060029	88.684824	225607.580781	0.000145	45.3
530	-1.064189	89.684824	223569.292486	0.000181	47.9
531	-1.060099	89.707462	223523.575245	0.000115	44.8
532	-1.064584	90.707462	221522.602652	0.000148	46.5
533	-1.063121	91.707462	219557.137380	0.000193	47.3
534	-1.058359	92.707462	217626.242668	0.000113	48.8
535	-1.058654	93.707462	215729.014373	0.000124	48.8
536	-1.060604	92.844320	217364.623244	0.000135	50.4
537	-1.058332	92.180356	218639.776325	0.000132	47.2
538	-1.056921	93.180356	216724.913000	0.000140	47.3
539	-1.065184	92.317214	218375.715866	0.000127	50.4
540	-1.059571	93.317214	216465.454865	0.000112	48.2
541	-1.059340	92.454072	218112.292472	0.000144	47.1
542	-1.058490	93.454072	216206.617221	0.000138	47.6
543	-1.064938	94.435380	214368.659652	0.000149	49.0
544	-1.057537	93.572238	215983.628544	0.000132	46.6
545	-1.059280	94.572238	214114.809250	0.000183	46.6
546	-1.057113	95.572238	212278.052810	0.000130	44.5
547	-1.057350	96.572238	210472.541101	0.000131	45.8
548	-1.064393	97.572238	208697.483598	0.000139	47.2
549	-1.058910	96.709096	210227.828965	0.000128	49.0
550	-1.065123	95.845954	211780.783681	0.000128	52.8
551	-1.062624	94.982812	213356.852520	0.000170	46.1
552	-1.057741	95.982812	211533.021748	0.000130	48.3
553	-1.059604	96.982812	209740.107865	0.000170	47.3
554	-1.059705	97.982812	207977.331342	0.000129	49.6
555	-1.063110	97.119670	209497.094954	0.000192	48.3
556	-1.059703	96.256528	211039.232959	0.000116	44.8
557	-1.056585	97.256528	209254.644518	0.000157	46.0
558	-1.057209	98.256528	207499.984644	0.000122	44.5
559	-1.060712	97.393386	209012.754609	0.000133	50.9
560	-1.060084	98.393360	207262.176883	0.000150	48.4
561	-1.056566	99.393360	205540.635292	0.000127	46.1
562	-1.056161	100.393360	203847.456728	0.000144	45.6
563	-1.065574	99.530218	205307.250883	0.000166	47.6
564	-1.057529	100.530218	203617.899428	0.000140	49.2
565	-1.065330	99.667076	205074.395874	0.000148	50.3
566	-1.062222	100.667076	203388.858567	0.000154	47.0
567	-1.057048	101.666011	201732.554517	0.000133	48.9
568	-1.060898	102.666011	200101.285319	0.000121	47.0
569	-1.058545	103.666011	198496.186352	0.000185	49.1
570	-1.059885	104.666011	196916.632861	0.000152	49.5
571	-1.063044	103.802869	198278.516799	0.000135	47.6
572	-1.062831	102.939727	199659.369623	0.000156	48.0
573	-1.059096	103.939727	198061.324113	0.000149	47.2
574	-1.056559	104.939727	196488.656544	0.000129	48.6
575	-1.062002	104.076585	197844.606728	0.000153	45.8
576	-1.063874	103.213443	199219.401533	0.000144	47.2
577	-1.064888	102.350301	200613.436554	0.000138	47.3
578	-1.060039	101.487159	202027.118535	0.000172	49.5
579	-1.062670	100.624017	203460.865770	0.000144	50.1
580	-1.055628	101.624017	201801.640512	0.000132	53.6
581	-1.060906	102.624017	200169.258343	0.000126	48.0
582	-1.060820	101.760875	201576.665230	0.000123	47.4
583	-1.056712	100.897733	203004.003447	0.000116	47.8
584	-1.060727	100.034591	204451.699409	0.000143	47.0
585	-1.061848	101.034591	202776.340821	0.000151	49.0
586	-1.065326	100.171449	204220.779960	0.000156	47.0
587	-1.050857	99.308307	205685.945118	0.000157	48.6
588	-1.065680	98.445165	207172.285610	0.000161	47.0
589	-1.058672	99.445165	205452.230792	0.000136	46.5
590	-1.060028	100.444835	203761.056020	0.000138	47.4
591	-1.056836	101.444835	202096.951064	0.000135	47.2
592	-1.062777	100.581693	203531.693165	0.000135	46.1
593	-1.059286	99.718551	204986.952183	0.000149	47.1
594	-1.058830	100.718551	203302.846093	0.000129	47.6
595	-1.058780	99.855408	204754.822748	0.000128	49.2
596	-1.057153	100.855408	203074.513065	0.000129	45.6
597	-1.063332	99.992266	204523.218449	0.000203	49.4
598	-1.059719	100.992266	202846.692351	0.000138	47.2
599	-1.060609	101.992266	201197.428554	0.000118	51.0
600	-1.067839	102.992266	199574.767446	0.000138	46.5
601	-1.056568	102.129124	200973.797701	0.000123	45.2
602	-1.063012	103.129124	199354.727247	0.000151	45.5
603	-1.061005	104.129124	197761.535189	0.000171	45.1
604	-1.061524	103.265982	199135.171724	0.000169	46.5
605	-1.061756	104.265982	197545.473004	0.000132	47.0
606	-1.054381	105.265982	195980.954444	0.000153	44.3
607	-1.055198	106.265981	194441.023924	0.000161	45.5
608	-1.057511	105.402839	195768.764830	0.000115	46.8
609	-1.061548	104.539697	197114.763371	0.000118	47.4
610	-1.060815	105.539695	195557.036279	0.000165	47.6
611	-1.059258	104.676553	196900.114949	0.000141	47.2
612	-1.059816	103.813411	198261.769630	0.000165	46.3
613	-1.060172	104.813411	196685.929916	0.000140	46.1
614	-1.054749	105.813411	195134.943089	0.000143	44.7
615	-1.061011	106.813411	193608.225810	0.000123	46.5
616	-1.053483	107.813411	192105.212853	0.000109	44.6
617	-1.062600	108.813411	190625.356408	0.000143	44.8
618	-1.059914	109.813407	189168.131547	0.000191	44.5
619	-1.052281	110.813407	187733.010977	0.000111	44.7
620	-1.070128	109.950265	188970.429266	0.000113	47.8
621	-1.058235	109.087123	190224.268362	0.000132	47.7
622	-1.060129	108.223981	191494.857309	0.000141	45.2
623	-1.061927	109.223978	190024.356807	0.000163	54.7
624	-1.061511	110.223978	188576.265086	0.000147	49.2
625	-1.058766	111.223978	187150.076982	0.000140	48.0
626	-1.062848	110.360836	188379.797363	0.000147	49.4
627	-1.064805	111.360836	186956.568238	0.000170	47.6
628	-1.058192	112.360836	185554.683147	0.000147	46.6
629	-1.060160	113.360836	184173.665522	0.000129	47.6
630	-1.060909	112.497694	185364.457863	0.000128	47.5
631	-1.058174	111.634552	186570.748773	0.000130	46.7
632	-1.067262	112.634552	185174.622206	0.000158	47.9
633	-1.058094	111.771410	186378.435582	0.000134	46.8
634	-1.059137	110.908268	187598.003269	0.000150	46.6
635	-1.063843	110.045126	188833.636569	0.000128	47.6
636	-1.055088	111.045126	187403.567607	0.000126	54.0
637	-1.062412	112.045126	185994.996148	0.000115	46.0
638	-1.053827	113.045126	184607.441066	0.000153	47.6
639	-1.064714	112.181984	185803.867465	0.000177	50.4
640	-1.058004	111.318842	187015.902917	0.000124	49.2
641	-1.062833	112.318842	185613.131187	0.000127	48.0
642	-1.062948	113.318842	184231.246649	0.000148	49.9
643	-1.054783	114.318842	182869.786236	0.000092	46.2
644	-1.065128	115.318842	181528.300472	0.000168	48.5
645	-1.056667	114.455700	182685.023341	0.000109	47.2
646	-1.064478	114.278385	182924.475828	0.000132	45.5
647	-1.060436	113.415243	184099.117928	0.000138	45.3
648	-1.059663	114.415243	182739.602460	0.000131	51.5
649	-1.064448	115.415243	181400.019009	0.000133	46.7
650	-1.058663	114.552101	182555.102401	0.000123	46.5
651	-1.064978	115.552101	181218.212668	0.000169	44.8
652	-1.059745	114.688959	182370.974522	0.000149	46.2
653	-1.062791	115.688959	181036.770388	0.000117	48.3
654	-1.058290	116.688959	179721.946227	0.000138	52.2
655	-1.065540	117.688959	178426.082828	0.000144	47.3
656	-1.059492	118.688924	177148.817654	0.000136	48.3
657	-1.055499	117.825782	178250.231153	0.000138	47.6
658	-1.065096	118.825782	176975.428835	0.000146	45.9
659	-1.065535	119.825782	175718.731188	0.000136	46.1
660	-1.059476	120.825782	174479.755251	0.000130	46.9
661	-1.057888	119.962640	175548.129185	0.000141	44.9
662	-1.060675	119.099498	176629.667457	0.000130	45.7
663	-1.062502	118.236356	177724.614886	0.000148	48.5
664	-1.059236	119.236356	176457.292916	0.000124	45.1
665	-1.061111	118.373214	177550.097639	0.000127	47.3
666	-1.066923	119.373214	176285.254492	0.000132	46.3
667	-1.058395	118.511310	177374.349072	0.000136	45.0
668	-1.063783	119.511309	176112.000073	0.000124	45.2
669	-1.057056	120.511309	174867.491767	0.000107	46.6
670	-1.060695	121.511309	173640.448857	0.000143	51.5
671	-1.064980	122.511309	172430.506243	0.000124	49.6
672	-1.068041	121.648167	173473.856609	0.000201	47.3
673	-1.063754	122.648167	172266.226468	0.000131	47.2
674	-1.061928	121.785025	173307.583714	0.000187	51.1
675	-1.061015	122.785025	172102.259423	0.000129	49.2
676	-1.056736	123.785025	170913.584980	0.000165	47.0
677	-1.067404	122.921883	171938.604217	0.000139	47.8
678	-1.065678	122.058741	172975.992320	0.000111	47.4
679	-1.066785	123.058741	171775.259960	0.000192	49.4
680	-1.062241	124.058741	170591.082720	0.000109	50.1
681	-1.055903	123.195599	171612.225769	0.000146	46.6
682	-1.063947	122.332457	172645.667378	0.000154	47.4
683	-1.066841	123.332457	171449.500759	0.000180	54.2
684	-1.063260	124.332457	170269.795248	0.000158	50.3
685	-1.062812	125.332457	169106.213371	0.000148	48.5
686	-1.056650	124.469315	170109.604914	0.000128	45.8
687	-1.062765	123.606173	171124.974776	0.000151	47.4
688	-1.057676	124.606173	169949.715712	0.000144	45.4
689	-1.064341	125.606173	168790.489521	0.000135	47.7
690	-1.059380	124.743031	169790.126793	0.000144	49.4
691	-1.064963	123.879904	170801.657711	0.000163	46.8
692	-1.061120	124.879904	169630.820240	0.000168	48.4
693	-1.058499	125.879904	168475.925555	0.000151	47.3
694	-1.063880	126.879904	167336.650229	0.000153	51.7
695	-1.058758	127.879904	166212.679526	0.000149	47.6
696	-1.064787	127.016762	167181.928874	0.000148	45.9
697	-1.060587	128.016762	166060.028714	0.000126	45.5
698	-1.054985	129.016762	164953.085552	0.000151	49.3
699	-1.065016	130.016762	163860.802261	0.000138	48.1
700	-1.061609	131.016762	162782.889534	0.000184	51.2
701	-1.066205	132.016762	161719.065626	0.000147	47.4
702	-1.062094	131.153620	162636.470832	0.000120	48.4
703	-1.061859	132.153620	161574.553581	0.000215	45.4
704	-1.062642	131.290478	162490.315293	0.000137	46.9
705	-1.060890	132.290478	161430.299578	0.000133	49.6
706	-1.059826	133.290478	160384.024383	0.000201	44.4
707	-1.060132	134.290478	159351.224261	0.000119	45.5
708	-1.059516	135.290478	158331.640556	0.000132	45.0
709	-1.067110	134.427336	159210.911203	0.000129	45.8
710	-1.061732	133.564194	160100.002177	0.000182	51.2
711	-1.064946	134.564194	159070.845027	0.000119	46.1
712	-1.056636	133.701052	159958.367969	0.000136	46.0
713	-1.060757	134.701052	158931.025081	0.000129	46.0
714	-1.059216	135.701051	157916.794667	0.000154	50.4
715	-1.063877	134.837909	158791.451057	0.000127	49.1
716	-1.068403	135.837909	157778.995255	0.000174	47.1
717	-1.062140	136.837909	156779.368512	0.000135	46.0
718	-1.061213	137.837909	155792.328521	0.000154	46.8
719	-1.065581	136.974767	156643.546151	0.000135	47.0
720	-1.057535	137.974767	155658.210246	0.000152	47.0
721	-1.061375	138.974767	154685.192983	0.000126	46.5
722	-1.060433	139.974767	153724.264785	0.000154	46.3
723	-1.067269	139.111625	154552.973344	0.000137	45.5
724	-1.059212	140.111625	153593.682088	0.000139	45.8
725	-1.059874	141.111625	152646.225779	0.000147	46.1
726	-1.059524	140.248483	153463.321052	0.000145	44.4
727	-1.061806	139.385341	154289.211011	0.000113	46.6
728	-1.063042	138.522199	155124.038414	0.000137	44.5
729	-1.067162	137.659057	155967.949126	0.000158	45.8
730	-1.065056	138.659057	154991.067814	0.000135	49.0
731	-1.063303	139.659057	154026.347426	0.000125	47.0
732	-1.052432	138.795915	154858.324980	0.000145	45.6
733	-1.063263	139.795915	153895.251229	0.000112	49.1
734	-1.060003	138.932773	154725.809328	0.000150	47.2
735	-1.062583	138.069631	155565.380959	0.000146	46.5
736	-1.061607	137.206489	156414.113649	0.000172	49.1
737	-1.056952	136.343347	157272.158165	0.000141	44.6
738	-1.069259	137.343347	156278.923140	0.000141	45.3
739	-1.060248	138.343347	155298.154716	0.000138	46.5
740	-1.061635	138.277941	155361.926648	0.000128	47.3
741	-1.056146	137.414799	156208.434741	0.000119	45.7
742	-1.061610	138.414799	155228.548080	0.000121	45.8
743	-1.060263	137.551657	156073.599386	0.000151	44.3
744	-1.059950	138.551657	155095.398327	0.000156	45.2
745	-1.069290	137.688515	155938.996603	0.000155	51.1
746	-1.062952	138.688515	154962.476801	0.000134	47.4
747	-1.066823	137.834671	155795.504372	0.000135	45.9
748	-1.054989	136.971529	156646.756802	0.000153	46.8
749	-1.064950	137.971529	155661.380631	0.000122	47.8
750	-1.059521	137.108387	156511.164015	0.000139	45.8
751	-1.059154	138.108387	155527.487625	0.000155	44.1
752	-1.061242	137.245245	156375.805763	0.000156	45.2
753	-1.059322	136.382103	157233.428885	0.000102	45.1
754	-1.061088	137.382103	156240.681436	0.000163	47.6
755	-1.061104	136.518961	157096.818997	0.000138	48.9
756	-1.059977	137.518961	156105.790430	0.000131	46.1
757	-1.061372	136.655819	156960.446287	0.000138	46.8
758	-1.059135	137.655819	155971.132140	0.000159	45.7
759	-1.058279	138.655819	154994.211080	0.000135	45.6
760	-1.061653	139.655819	154029.451684	0.000127	50.0
761	-1.057880	138.796992	154857.281774	0.000154	50.5
762	-1.061634	139.796992	153894.220958	0.000131	46.5
763	-1.058777	139.173939	154492.845853	0.000151	48.0
764	-1.064206	138.310797	155329.884340	0.000166	48.5
765	-1.066811	138.149338	155487.469153	0.000174	47.8
766	-1.067601	139.149338	154516.578662	0.000115	47.2
767	-1.063647	138.286196	155353.875034	0.000127	49.0
768	-1.061032	139.286196	154384.646995	0.000147	47.0
769	-1.065724	138.423054	155220.510284	0.000179	48.1
770	-1.061021	137.559912	156065.473840	0.000129	48.9
771	-1.068619	136.696770	156919.687091	0.000161	45.5
772	-1.064772	135.833628	157783.302756	0.000150	46.2
773	-1.060265	136.833628	156783.621603	0.000127	45.9
774	-1.060841	137.833628	155796.528227	0.000131	47.1
775	-1.065360	136.970486	156647.791876	0.000129	50.2
776	-1.062544	137.970486	155662.402725	0.000152	47.0
777	-1.060136	138.970486	154689.333210	0.000122	47.3
778	-1.060293	139.970486	153728.353732	0.000130	49.0
779	-1.063396	140.970486	152779.240359	0.000137	49.0
780	-1.065170	140.107343	153597.764091	0.000163	49.0
781	-1.064138	141.107343	152650.257576	0.000141	47.3
782	-1.057933	140.244201	153467.396129	0.000141	46.1
783	-1.065443	141.244201	152521.492394	0.000160	45.6
784	-1.059984	140.381059	153337.249283	0.000120	47.8
785	-1.061325	139.517917	154161.779199	0.000137	47.2
786	-1.061256	138.654775	154995.224431	0.000140	47.4
787	-1.061285	137.791633	155837.730363	0.000145	44.6
788	-1.059562	136.928493	156689.443967	0.000127	49.7
789	-1.060197	137.928493	155703.532371	0.000140	52.0
790	-1.063193	138.921888	154736.340893	0.000151	50.6
791	-1.062338	138.058746	155576.027131	0.000119	49.4
792	-1.065226	137.195604	156424.876309	0.000151	48.8
793	-1.061515	138.195604	155442.280856	0.000179	47.3
794	-1.062683	137.332462	156289.667202	0.000146	50.9
795	-1.067015	138.332462	155308.764343	0.000145	46.5
796	-1.062858	139.332462	154340.097345	0.000126	45.1
797	-1.064142	138.469320	155175.477000	0.000149	45.8
798	-1.068671	137.606178	156019.949004	0.000166	46.0
799	-1.062714	138.606178	155042.418238	0.000206	51.0
800	-1.061779	139.606178	154077.060488	0.000160	49.6
801	-1.063520	140.606178	153123.649778	0.000132	45.5
802	-1.060156	141.606178	152181.965692	0.000131	45.4
803	-1.064797	142.606178	151251.793201	0.000164	45.9
804	-1.061647	141.743036	152053.989004	0.000137	48.4
805	-1.056573	140.879894	152864.739408	0.000167	50.2
806	-1.064293	141.879894	151926.227379	0.000136	47.0
807	-1.061389	142.879894	150999.169006	0.000119	48.5
808	-1.059677	142.017360	151798.113582	0.000127	46.2
809	-1.058525	141.154218	152606.130381	0.000184	47.5
810	-1.066427	140.291076	153422.795312	0.000145	51.7
811	-1.069130	141.291076	152477.439603	0.000164	49.0
812	-1.061792	142.291076	151543.662673	0.000146	49.4
813	-1.054245	141.427934	152348.965688	0.000168	47.5
814	-1.067541	141.188090	152574.259771	0.000116	48.0
815	-1.058093	142.188090	151639.300241	0.000132	45.7
816	-1.062117	141.324948	152445.622717	0.000160	45.0
817	-1.064241	142.324948	151512.234249	0.000157	45.9
818	-1.058538	143.324948	150590.206058	0.000110	45.9
819	-1.063173	144.324948	149679.332000	0.000157	46.9
820	-1.063597	145.324948	148779.410888	0.000130	48.9
821	-1.060427	144.461806	149555.528146	0.000136	45.8
822	-1.064790	143.598664	150339.785197	0.000127	49.4
823	-1.065399	144.598664	149431.928926	0.000135	45.9
824	-1.062261	145.598664	148534.971378	0.000145	46.6
825	-1.062843	146.598664	147648.717466	0.000147	47.0
826	-1.062548	147.598664	146772.976732	0.000112	45.4
827	-1.063227	146.735522	147528.248627	0.000202	49.6
828	-1.063085	145.872380	148291.333762	0.000154	49.0
829	-1.064255	146.872380	147407.976213	0.000121	47.8
830	-1.060616	146.009238	148169.814433	0.000145	47.1
831	-1.061832	145.146096	148939.568271	0.000118	45.9
832	-1.053766	144.282954	149717.361739	0.000127	44.3
833	-1.066069	143.419811	150503.321452	0.000150	47.1
834	-1.058727	144.414949	149597.892184	0.000163	51.8
835	-1.060632	143.551807	150382.594770	0.000137	48.0
836	-1.062518	144.551807	149474.222960	0.000175	45.2
837	-1.067522	143.688665	150257.625293	0.000129	46.5
838	-1.069003	144.688665	149350.758036	0.000136	46.6
839	-1.066972	145.688665	148454.771750	0.000129	47.0
840	-1.065329	144.825523	149227.496907	0.000119	46.7
841	-1.055664	143.962381	150008.308411	0.000123	45.3
842	-1.064288	144.962381	149104.439068	0.000153	46.7
843	-1.055587	144.099239	149883.959975	0.000158	46.3
844	-1.061602	145.099239	148981.584066	0.000153	46.5
845	-1.062935	146.099239	148090.008587	0.000122	49.1
846	-1.060734	147.099239	147209.040836	0.000157	45.7
847	-1.057431	146.236097	147968.818856	0.000133	45.2
848	-1.060647	145.372955	148736.480325	0.000113	46.8
849	-1.065869	144.509813	149512.148581	0.000151	65.1
850	-1.066707	145.509813	148614.230639	0.000141	49.7
851	-1.059502	144.646671	149388.621022	0.000118	49.0
852	-1.068883	145.646671	148492.181746	0.000141	46.6
853	-1.061130	146.646671	147606.436858	0.000155	46.9
854	-1.071567	145.783529	148370.333154	0.000165	53.9
855	-1.062851	144.920387	149142.177249	0.000174	49.5
856	-1.065897	145.920387	148248.684368	0.000151	48.8
857	-1.068118	146.920387	147365.833351	0.000142	47.7
858	-1.067891	147.920387	146493.435198	0.000189	48.2
859	-1.068796	147.057245	147245.825502	0.000146	48.1
860	-1.064248	148.057245	146374.843452	0.000163	46.5
861	-1.062692	148.776509	145754.721345	0.000162	48.0
862	-1.067269	147.913367	146499.523421	0.000119	47.8
863	-1.062606	148.913367	145637.322135	0.000149	46.3
864	-1.064573	149.913367	144785.210186	0.000138	46.2
865	-1.053366	149.050225	145520.111893	0.000158	47.6
866	-1.065115	148.187083	146262.512099	0.000154	47.0
867	-1.064650	147.323941	147012.526158	0.000119	47.2
868	-1.065280	148.323941	146144.293789	0.000136	45.6
869	-1.065811	147.460799	146893.092819	0.000122	45.7
870	-1.064061	148.460799	146026.266427	0.000173	47.0
871	-1.057512	147.965468	146454.349511	0.000144	44.4
872	-1.061616	148.965468	145592.678308	0.000127	45.1
873	-1.059773	149.965468	144741.087166	0.000152	44.8
874	-1.063803	150.965468	143899.400236	0.000200	49.5
875	-1.061952	150.102326	144625.314509	0.000163	49.5
876	-1.063026	149.239184	145358.589803	0.000189	46.0
877	-1.059943	148.376052	146099.330395	0.000144	46.7
878	-1.064985	149.376052	145241.819443	0.000159	46.1
879	-1.061987	148.512910	145981.375618	0.000142	46.3
880	-1.058361	149.512910	145125.244690	0.000156	49.2
881	-1.064884	150.512910	144279.097045	0.000164	46.4
882	-1.064819	151.512910	143442.759072	0.000179	47.1
883	-1.062614	150.649768	144164.061969	0.000146	46.6
884	-1.066199	151.649768	143329.053246	0.000146	48.1
885	-1.056674	152.649768	142503.661682	0.000147	47.2
886	-1.064972	153.649768	141687.722082	0.000147	46.2
887	-1.065083	154.649768	140881.073009	0.000156	46.0
888	-1.056009	153.786626	141576.780563	0.000148	44.6
889	-1.062706	154.786626	140771.390619	0.000137	51.9
890	-1.059526	155.786626	139975.112110	0.000152	48.0
891	-1.070968	156.786626	139187.791288	0.000148	47.8
892	-1.064142	155.923484	139866.834888	0.000126	46.0
893	-1.062420	156.923484	139080.728541	0.000125	51.3
894	-1.063064	157.923484	138303.408953	0.000169	56.1
895	-1.068010	158.923484	137534.729923	0.000159	51.7
896	-1.065911	158.060342	138197.701998	0.000129	51.2
897	-1.061720	157.197200	138867.096610	0.000123	48.6
898	-1.064194	158.197200	138092.156506	0.000145	49.0
899	-1.060024	159.033668	137450.556007	0.000202	48.9
900	-1.064029	158.469618	137882.545062	0.000122	48.6
901	-1.063593	159.469618	137118.524767	0.000130	47.4
902	-1.065761	160.469618	136362.924317	0.000124	47.6
903	-1.064067	159.606476	137014.620615	0.000148	47.0
904	-1.062263	160.606476	136260.161722	0.000137	47.6
905	-1.065116	159.743334	136910.873815	0.000186	46.9
906	-1.057300	158.880192	137567.830697	0.000126	45.7
907	-1.063623	158.017050	138231.122698	0.000180	46.9
908	-1.055443	159.017050	137463.244749	0.000145	47.4
909	-1.063542	158.153908	138125.526170	0.000140	48.7
910	-1.060556	157.290765	138794.220070	0.000143	47.5
911	-1.062861	156.427623	139469.420035	0.000133	46.5
912	-1.061808	155.564481	140151.221481	0.000118	48.4
913	-1.067052	154.701339	140839.721697	0.000165	48.4
914	-1.064903	153.838197	141535.019895	0.000124	47.3
915	-1.067415	154.838197	140730.103659	0.000148	46.5
916	-1.064848	155.838197	139934.290844	0.000124	44.2
917	-1.066208	156.838197	139147.427881	0.000124	50.6
918	-1.066782	155.975055	139826.077160	0.000139	48.3
919	-1.059660	155.111913	140511.378694	0.000154	50.5
920	-1.062944	154.248771	141203.430776	0.000121	48.3
921	-1.064695	155.248771	140402.270973	0.000169	48.1
922	-1.063394	156.248771	139610.151118	0.000138	46.5
923	-1.062267	155.385629	140293.332566	0.000162	48.1
924	-1.061204	156.385629	139502.437987	0.000139	51.7
925	-1.061248	157.385629	138720.411090	0.000163	47.9
926	-1.062494	158.385601	137947.123704	0.000171	46.2
927	-1.060492	157.522459	138614.087184	0.000143	45.8
928	-1.061274	158.522459	137841.960467	0.000122	45.8
929	-1.065123	157.659317	138507.904968	0.000168	48.7
930	-1.068384	156.796175	139180.315352	0.000136	44.4
931	-1.059216	157.796175	138401.885304	0.000155	44.9
932	-1.057437	158.796175	137632.114283	0.000132	45.8
933	-1.066966	157.933033	138296.027819	0.000134	47.2
934	-1.059523	157.117686	138929.088312	0.000159	45.4
935	-1.065666	158.047344	138207.734060	0.000112	47.2
936	-1.061306	157.184202	138877.226096	0.000141	44.4
937	-1.057470	158.184202	138102.173249	0.000125	46.0
938	-1.058395	159.184202	137335.723296	0.000139	49.3
939	-1.067347	160.184202	136577.733794	0.000112	52.6
940	-1.064784	159.321060	137231.489836	0.000110	50.9
941	-1.063743	160.321060	136474.647307	0.000140	46.0
942	-1.071492	161.321060	135726.107083	0.000134	46.8
943	-1.069561	161.298825	135742.661626	0.000161	49.0
944	-1.059179	162.298825	135002.107716	0.000138	47.6
945	-1.064410	163.298825	134269.590254	0.000132	47.2
946	-1.067772	164.298825	133544.979128	0.000148	48.4
947	-1.061614	165.298825	132828.147023	0.000154	45.7
948	-1.069273	164.435683	133446.418301	0.000172	45.7
949	-1.060827	165.435683	132730.641063	0.000133	46.3
950	-1.062222	164.572541	133348.002848	0.000199	46.7
951	-1.053866	165.572541	132633.278151	0.000119	44.4
952	-1.061677	166.572541	131926.174236	0.000134	45.7
953	-1.072619	167.572541	131226.569864	0.000130	46.6
954	-1.065246	166.709399	131829.987534	0.000182	48.8
955	-1.070393	165.846263	132438.976321	0.000127	46.8
956	-1.063415	164.983121	133053.621600	0.000115	46.4
957	-1.059150	165.983121	132342.040677	0.000164	49.7
958	-1.057734	165.119979	132955.784324	0.000137	46.9
959	-1.060104	164.256837	133575.247163	0.000145	47.3
960	-1.061268	165.256837	132858.090952	0.000131	49.6
961	-1.065714	164.393695	133476.641669	0.000161	58.9
962	-1.069723	165.393695	132760.541041	0.000131	49.2
963	-1.065591	166.393695	132052.083153	0.000163	50.2
964	-1.058232	167.393695	131351.146302	0.000158	46.8
965	-1.064647	166.530553	131955.712831	0.000165	45.7
966	-1.058492	165.667411	132565.870340	0.000146	44.4
967	-1.067240	164.804268	133181.696745	0.000134	45.3
968	-1.063719	165.804268	132468.748921	0.000162	48.4
969	-1.067170	164.941126	133083.671221	0.000156	47.9
970	-1.063007	165.941126	132371.769705	0.000143	47.0
971	-1.067767	166.941126	131667.443982	0.000148	47.8
972	-1.063573	166.077984	132274.932381	0.000124	47.8
973	-1.062989	167.077984	131571.634051	0.000149	47.7
974	-1.062593	168.077984	130875.774962	0.000149	49.2
975	-1.056252	167.214842	131475.963453	0.000134	47.8
976	-1.060543	168.214702	130781.210221	0.000095	47.5
977	-1.058261	167.351560	131380.529704	0.000166	47.7
978	-1.069502	166.488418	131985.367371	0.000129	47.1
979	-1.063907	167.488418	131285.136721	0.000144	47.2
980	-1.071537	168.488418	130592.296821	0.000161	48.4
981	-1.066666	169.488418	129906.731273	0.000136	49.2
982	-1.064522	168.625276	130498.044637	0.000171	47.5
983	-1.056663	169.625276	129813.465722	0.000122	47.8
984	-1.055917	170.625276	129136.031783	0.000136	47.0
985	-1.062140	169.762134	129720.333995	0.000117	48.0
986	-1.065106	168.898992	130309.947828	0.000157	46.9
987	-1.061085	169.898992	129627.335802	0.000128	47.0
988	-1.060319	170.407219	129283.147696	0.000137	48.9
989	-1.062629	171.407219	128611.223075	0.000148	46.8
990	-1.057280	172.407219	127946.246742	0.000197	47.7
991	-1.066026	171.544077	128519.807795	0.000157	48.0
992	-1.063532	172.544077	127855.774000	0.000140	49.7
993	-1.062036	173.544077	127198.566769	0.000148	48.6
